Country/Region,Date,Confirmed Cases,Days,Log Confirmed Cases
India,2020-01-28,0,7,-inf
India,2020-01-29,0,8,-inf
India,2020-01-30,1,9,0.0
India,2020-01-31,1,10,0.0
India,2020-02-01,1,11,0.0
India,2020-02-02,2,12,0.6931471805599453
India,2020-02-03,3,13,1.0986122886681098
India,2020-02-04,3,14,1.0986122886681098
India,2020-02-05,3,15,1.0986122886681098
India,2020-02-06,3,16,1.0986122886681098
India,2020-02-07,3,17,1.0986122886681098
India,2020-02-08,3,18,1.0986122886681098
India,2020-02-09,3,19,1.0986122886681098
India,2020-02-10,3,20,1.0986122886681098
India,2020-02-11,3,21,1.0986122886681098
India,2020-02-12,3,22,1.0986122886681098
India,2020-02-13,3,23,1.0986122886681098
India,2020-02-14,3,24,1.0986122886681098
India,2020-02-15,3,25,1.0986122886681098
India,2020-02-16,3,26,1.0986122886681098
India,2020-02-17,3,27,1.0986122886681098
India,2020-02-18,3,28,1.0986122886681098
India,2020-02-19,3,29,1.0986122886681098
India,2020-02-20,3,30,1.0986122886681098
India,2020-02-21,3,31,1.0986122886681098
India,2020-02-22,3,32,1.0986122886681098
India,2020-02-23,3,33,1.0986122886681098
India,2020-02-24,3,34,1.0986122886681098
India,2020-02-25,3,35,1.0986122886681098
India,2020-02-26,3,36,1.0986122886681098
India,2020-02-27,3,37,1.0986122886681098
India,2020-02-28,3,38,1.0986122886681098
India,2020-02-29,3,39,1.0986122886681098
India,2020-03-01,3,40,1.0986122886681098
India,2020-03-02,5,41,1.6094379124341003
India,2020-03-03,5,42,1.6094379124341003
India,2020-03-04,28,43,3.332204510175204
India,2020-03-05,30,44,3.4011973816621555
India,2020-03-06,31,45,3.4339872044851463
India,2020-03-07,34,46,3.5263605246161616
India,2020-03-08,39,47,3.6635616461296463
India,2020-03-09,43,48,3.7612001156935624
India,2020-03-10,56,49,4.02535169073515
India,2020-03-11,62,50,4.127134385045092
India,2020-03-12,73,51,4.290459441148391
India,2020-03-13,82,52,4.406719247264253
India,2020-03-14,102,53,4.624972813284271
India,2020-03-15,113,54,4.727387818712341
India,2020-03-16,119,55,4.77912349311153
India,2020-03-17,142,56,4.955827057601261
India,2020-03-18,156,57,5.049856007249537
India,2020-03-19,194,58,5.267858159063328
India,2020-03-20,244,59,5.497168225293202
India,2020-03-21,330,60,5.799092654460526
India,2020-03-22,396,61,5.981414211254481
India,2020-03-23,499,62,6.212606095751519
India,2020-03-24,536,63,6.284134161070802
India,2020-03-25,657,64,6.48768401848461
India,2020-03-26,727,65,6.588926477533519
India,2020-03-27,887,66,6.787844982309579
India,2020-03-28,987,67,6.894670039433482
India,2020-03-29,1024,68,6.931471805599453
India,2020-03-30,1251,69,7.1316985104669115
India,2020-03-31,1397,70,7.242082359256962
India,2020-04-01,1998,71,7.599901959208498
India,2020-04-02,2543,72,7.841099765422119
India,2020-04-03,2567,73,7.8504931808711405
India,2020-04-04,3082,74,8.033334015880062
India,2020-04-05,3588,75,8.185350223178686
India,2020-04-06,4778,76,8.471777327885755
India,2020-04-07,5311,77,8.577535420422398
India,2020-04-08,5916,78,8.68541582383069
India,2020-04-09,6725,79,8.81358720447004
India,2020-04-10,7598,80,8.935640333747571
India,2020-04-11,8446,81,9.041448235493888
India,2020-04-12,9205,82,9.127502093667179
India,2020-04-13,10453,83,9.254644297532707
India,2020-04-14,11487,84,9.348971240145405
India,2020-04-15,12322,85,9.419141561574516
India,2020-04-16,13430,86,9.505246289517283
India,2020-04-17,14352,87,9.571644584298577
India,2020-04-18,15722,88,9.662816284353703
India,2020-04-19,17615,89,9.776506090775339
India,2020-04-20,18539,90,9.827631900232593
India,2020-04-21,20080,91,9.907479573805665
India,2020-04-22,21370,92,9.969743348313193
India,2020-04-23,23077,93,10.046591729504579
India,2020-04-24,24530,94,10.107652137252535
India,2020-04-25,26283,95,10.176677621334473
India,2020-04-26,27890,96,10.236023480621535
India,2020-04-27,29451,97,10.290483144360632
India,2020-04-28,31324,98,10.352139855870828
India,2020-04-29,33062,99,10.406139865612957
India,2020-04-30,34863,100,10.459181373890983
India,2020-05-01,37257,101,10.525595125616142
India,2020-05-02,39699,102,10.589081277441158
India,2020-05-03,42505,103,10.65737699505146
India,2020-05-04,46437,104,10.745851834241988
India,2020-05-05,49400,105,10.807705703176014
India,2020-05-06,52987,106,10.877801879428592
India,2020-05-07,56351,107,10.939355265539387
India,2020-05-08,59695,108,10.997003543779488
India,2020-05-09,62808,109,11.047837732878092
India,2020-05-10,67161,110,11.114848000895991
India,2020-05-11,70768,111,11.167162200108107
Iran,2020-01-22,0,1,-inf
Iran,2020-01-23,0,2,-inf
Iran,2020-01-24,0,3,-inf
Iran,2020-01-25,0,4,-inf
Iran,2020-01-26,0,5,-inf
Iran,2020-01-27,0,6,-inf
Iran,2020-01-28,0,7,-inf
Iran,2020-01-29,0,8,-inf
Iran,2020-01-30,0,9,-inf
Iran,2020-01-31,0,10,-inf
Iran,2020-02-01,0,11,-inf
Iran,2020-02-02,0,12,-inf
Iran,2020-02-03,0,13,-inf
Iran,2020-02-04,0,14,-inf
Iran,2020-02-05,0,15,-inf
Iran,2020-02-06,0,16,-inf
Iran,2020-02-07,0,17,-inf
Iran,2020-02-08,0,18,-inf
Iran,2020-02-09,0,19,-inf
Iran,2020-02-10,0,20,-inf
Iran,2020-02-11,0,21,-inf
Iran,2020-02-12,0,22,-inf
Iran,2020-02-13,0,23,-inf
Iran,2020-02-14,0,24,-inf
Iran,2020-02-15,0,25,-inf
Iran,2020-02-16,0,26,-inf
Iran,2020-02-17,0,27,-inf
Iran,2020-02-18,0,28,-inf
Iran,2020-02-19,2,29,0.6931471805599453
Iran,2020-02-20,5,30,1.6094379124341003
Iran,2020-02-21,18,31,2.8903717578961645
Iran,2020-02-22,28,32,3.332204510175204
Iran,2020-02-23,43,33,3.7612001156935624
Iran,2020-02-24,61,34,4.110873864173311
Iran,2020-02-25,95,35,4.553876891600541
Iran,2020-02-26,139,36,4.9344739331306915
Iran,2020-02-27,245,37,5.501258210544727
Iran,2020-02-28,388,38,5.961005339623274
Iran,2020-02-29,593,39,6.385194398997726
Iran,2020-03-01,978,40,6.885509670034818
Iran,2020-03-02,1501,41,7.313886831633462
Iran,2020-03-03,2336,42,7.756195343948118
Iran,2020-03-04,2922,43,7.980023592310645
Iran,2020-03-05,3513,44,8.164225652265827
Iran,2020-03-06,4747,45,8.465268118551318
Iran,2020-03-07,5823,46,8.66957087183712
Iran,2020-03-08,6566,47,8.789660098061537
Iran,2020-03-09,7161,48,8.87640491500694
Iran,2020-03-10,8042,49,8.992433087457218
Iran,2020-03-11,9000,50,9.104979856318357
Iran,2020-03-12,10075,51,9.217812386814884
Iran,2020-03-13,11364,52,9.338205742974079
Iran,2020-03-14,12729,53,9.451638133870434
Iran,2020-03-15,13938,54,9.542374201998465
Iran,2020-03-16,14991,55,9.615205300012315
Iran,2020-03-17,16169,56,9.690851107739814
Iran,2020-03-18,17361,57,9.761981590241948
Iran,2020-03-19,18407,58,9.820486306032722
Iran,2020-03-20,19644,59,9.885527227159136
Iran,2020-03-21,20610,60,9.933531673884504
Iran,2020-03-22,21638,61,9.98220630724752
Iran,2020-03-23,23049,62,10.045377663535744
Iran,2020-03-24,24811,63,10.119042382201663
Iran,2020-03-25,27017,64,10.204221576482523
Iran,2020-03-26,29406,65,10.288954014137602
Iran,2020-03-27,32332,66,10.383812730853736
Iran,2020-03-28,35408,67,10.47469306229083
Iran,2020-03-29,38309,68,10.553440134508799
Iran,2020-03-30,41495,69,10.633328217032549
Iran,2020-03-31,44605,70,10.705601239347883
Iran,2020-04-01,47593,71,10.770440970581772
Iran,2020-04-02,50468,72,10.829094751047633
Iran,2020-04-03,53183,73,10.881494075390936
Iran,2020-04-04,55743,74,10.928507120900864
Iran,2020-04-05,58226,75,10.97208726935817
Iran,2020-04-06,60500,76,11.010398644018933
Iran,2020-04-07,62589,77,11.044344822797983
Iran,2020-04-08,64586,78,11.075752948017643
Iran,2020-04-09,66220,79,11.100737811101236
Iran,2020-04-10,68192,80,11.130082534898344
Iran,2020-04-11,70029,81,11.156664720953149
Iran,2020-04-12,71686,82,11.180050749502858
Iran,2020-04-13,73303,83,11.202356814731635
Iran,2020-04-14,74877,84,11.223602046246322
Iran,2020-04-15,76389,85,11.24359398573104
Iran,2020-04-16,77995,86,11.26440000105297
Iran,2020-04-17,79494,87,11.283436826096178
Iran,2020-04-18,80868,88,11.300573474734218
Iran,2020-04-19,82211,89,11.317044392042519
Iran,2020-04-20,83505,90,11.332661789285718
Iran,2020-04-21,84802,91,11.348074406407536
Iran,2020-04-22,85996,92,11.362056062526039
Iran,2020-04-23,87026,93,11.373962203564496
Iran,2020-04-24,88194,94,11.387294212470042
Iran,2020-04-25,89328,95,11.400070267550142
Iran,2020-04-26,90481,96,11.412895162895152
Iran,2020-04-27,91472,97,11.423788193503752
Iran,2020-04-28,92584,98,11.435871619527914
Iran,2020-04-29,93657,99,11.447394451475018
Iran,2020-04-30,94640,100,11.457835498652269
Iran,2020-05-01,95646,101,11.468409154861702
Iran,2020-05-02,96448,102,11.476759281986167
Iran,2020-05-03,97424,103,11.486827865848355
Iran,2020-05-04,98647,104,11.49930310044603
Iran,2020-05-05,99970,105,11.512625419961227
Iran,2020-05-06,101650,106,11.529290819056493
Iran,2020-05-07,103135,107,11.543794088632694
Iran,2020-05-08,104691,108,11.558768433278479
Iran,2020-05-09,106220,109,11.57326769397639
Iran,2020-05-10,107603,110,11.586203807362045
Iran,2020-05-11,109286,111,11.601723578129027
Italy,2020-01-22,0,1,-inf
Italy,2020-01-23,0,2,-inf
Italy,2020-01-24,0,3,-inf
Italy,2020-01-25,0,4,-inf
Italy,2020-01-26,0,5,-inf
Italy,2020-01-27,0,6,-inf
Italy,2020-01-28,0,7,-inf
Italy,2020-01-29,0,8,-inf
Italy,2020-01-30,0,9,-inf
Italy,2020-01-31,2,10,0.6931471805599453
Italy,2020-02-01,2,11,0.6931471805599453
Italy,2020-02-02,2,12,0.6931471805599453
Italy,2020-02-03,2,13,0.6931471805599453
Italy,2020-02-04,2,14,0.6931471805599453
Italy,2020-02-05,2,15,0.6931471805599453
Italy,2020-02-06,2,16,0.6931471805599453
Italy,2020-02-07,3,17,1.0986122886681098
Italy,2020-02-08,3,18,1.0986122886681098
Italy,2020-02-09,3,19,1.0986122886681098
Italy,2020-02-10,3,20,1.0986122886681098
Italy,2020-02-11,3,21,1.0986122886681098
Italy,2020-02-12,3,22,1.0986122886681098
Italy,2020-02-13,3,23,1.0986122886681098
Italy,2020-02-14,3,24,1.0986122886681098
Italy,2020-02-15,3,25,1.0986122886681098
Italy,2020-02-16,3,26,1.0986122886681098
Italy,2020-02-17,3,27,1.0986122886681098
Italy,2020-02-18,3,28,1.0986122886681098
Italy,2020-02-19,3,29,1.0986122886681098
Italy,2020-02-20,3,30,1.0986122886681098
Italy,2020-02-21,20,31,2.995732273553991
Italy,2020-02-22,62,32,4.127134385045092
Italy,2020-02-23,155,33,5.043425116919247
Italy,2020-02-24,229,34,5.43372200355424
Italy,2020-02-25,322,35,5.7745515455444085
Italy,2020-02-26,453,36,6.115892125483034
Italy,2020-02-27,655,37,6.484635235635252
Italy,2020-02-28,888,38,6.78897174299217
Italy,2020-02-29,1128,39,7.028201432058005
Italy,2020-03-01,1694,40,7.434847875211999
Italy,2020-03-02,2036,41,7.618742377670413
Italy,2020-03-03,2502,42,7.824845691026856
Italy,2020-03-04,3089,43,8.035602692918582
Italy,2020-03-05,3858,44,8.257904193465674
Italy,2020-03-06,4636,45,8.441607204459642
Italy,2020-03-07,5883,46,8.679822114864455
Italy,2020-03-08,7375,47,8.905851181208021
Italy,2020-03-09,9172,48,9.123910643977796
Italy,2020-03-10,10149,49,9.225130457448818
Italy,2020-03-11,12462,50,9.430439293104167
Italy,2020-03-12,12462,51,9.430439293104167
Italy,2020-03-13,17660,52,9.77905747415795
Italy,2020-03-14,21157,53,9.959726098983317
Italy,2020-03-15,24747,54,10.11645954852884
Italy,2020-03-16,27980,55,10.239245248219472
Italy,2020-03-17,31506,56,10.357933282865915
Italy,2020-03-18,35713,57,10.483270047141055
Italy,2020-03-19,41035,58,10.622180640063812
Italy,2020-03-20,47021,59,10.758349589413635
Italy,2020-03-21,53578,60,10.88889381504096
Italy,2020-03-22,59138,61,10.987628974775781
Italy,2020-03-23,63927,62,11.065497086334029
Italy,2020-03-24,69176,63,11.144409260640266
Italy,2020-03-25,74386,64,11.217023031071593
Italy,2020-03-26,80589,65,11.297117442754166
Italy,2020-03-27,86498,66,11.367876571265384
Italy,2020-03-28,92472,67,11.434661174974103
Italy,2020-03-29,97689,68,11.489544242132316
Italy,2020-03-30,101739,69,11.53016598935263
Italy,2020-03-31,105792,70,11.569230181180696
Italy,2020-04-01,110574,71,11.613440259060091
Italy,2020-04-02,115242,72,11.654789544132907
Italy,2020-04-03,119827,73,11.693804314896258
Italy,2020-04-04,124632,74,11.733120674192264
Italy,2020-04-05,128948,75,11.767164501301657
Italy,2020-04-06,132547,76,11.79469257849235
Italy,2020-04-07,135586,77,11.81736140432056
Italy,2020-04-08,139422,78,11.845260584081668
Italy,2020-04-09,143626,79,11.87496797770297
Italy,2020-04-10,147577,80,11.902105352448023
Italy,2020-04-11,152271,81,11.933417107095016
Italy,2020-04-12,156363,82,11.959935506215542
Italy,2020-04-13,159516,83,11.9798995096556
Italy,2020-04-14,162488,84,11.998359431871322
Italy,2020-04-15,165155,85,12.014639705867756
Italy,2020-04-16,168941,86,12.037304820525245
Italy,2020-04-17,172434,87,12.057769833544517
Italy,2020-04-18,175925,88,12.07781304683475
Italy,2020-04-19,178972,89,12.094984648006285
Italy,2020-04-20,181228,90,12.107511186039511
Italy,2020-04-21,183957,91,12.122457313627864
Italy,2020-04-22,187327,92,12.140611031807039
Italy,2020-04-23,189973,93,12.154637235781555
Italy,2020-04-24,192994,94,12.170414379320876
Italy,2020-04-25,195351,95,12.182553219487263
Italy,2020-04-26,197675,96,12.194379546939128
Italy,2020-04-27,199414,97,12.20313834467712
Italy,2020-04-28,201505,98,12.213569473956797
Italy,2020-04-29,203591,99,12.223868358359265
Italy,2020-04-30,205463,100,12.233021248045919
Italy,2020-05-01,207428,101,12.242539570486834
Italy,2020-05-02,209328,102,12.251657678750657
Italy,2020-05-03,210717,103,12.258271279973712
Italy,2020-05-04,211938,104,12.264049058051292
Italy,2020-05-05,213013,105,12.269108475692983
Italy,2020-05-06,214457,106,12.275864531053708
Italy,2020-05-07,215858,107,12.282376063071892
Italy,2020-05-08,217185,108,12.288504803883631
Italy,2020-05-09,218268,109,12.293478944527841
Italy,2020-05-10,219070,110,12.297146592429545
Italy,2020-05-11,219814,111,12.30053701319078
Peru,2020-01-22,0,1,-inf
Peru,2020-01-23,0,2,-inf
Peru,2020-01-24,0,3,-inf
Peru,2020-01-25,0,4,-inf
Peru,2020-01-26,0,5,-inf
Peru,2020-01-27,0,6,-inf
Peru,2020-01-28,0,7,-inf
Peru,2020-01-29,0,8,-inf
Peru,2020-01-30,0,9,-inf
Peru,2020-01-31,0,10,-inf
Peru,2020-02-01,0,11,-inf
Peru,2020-02-02,0,12,-inf
Peru,2020-02-03,0,13,-inf
Peru,2020-02-04,0,14,-inf
Peru,2020-02-05,0,15,-inf
Peru,2020-02-06,0,16,-inf
Peru,2020-02-07,0,17,-inf
Peru,2020-02-08,0,18,-inf
Peru,2020-02-09,0,19,-inf
Peru,2020-02-10,0,20,-inf
Peru,2020-02-11,0,21,-inf
Peru,2020-02-12,0,22,-inf
Peru,2020-02-13,0,23,-inf
Peru,2020-02-14,0,24,-inf
Peru,2020-02-15,0,25,-inf
Peru,2020-02-16,0,26,-inf
Peru,2020-02-17,0,27,-inf
Peru,2020-02-18,0,28,-inf
Peru,2020-02-19,0,29,-inf
Peru,2020-02-20,0,30,-inf
Peru,2020-02-21,0,31,-inf
Peru,2020-02-22,0,32,-inf
Peru,2020-02-23,0,33,-inf
Peru,2020-02-24,0,34,-inf
Peru,2020-02-25,0,35,-inf
Peru,2020-02-26,0,36,-inf
Peru,2020-02-27,0,37,-inf
Peru,2020-02-28,0,38,-inf
Peru,2020-02-29,0,39,-inf
Peru,2020-03-01,0,40,-inf
Peru,2020-03-02,0,41,-inf
Peru,2020-03-03,0,42,-inf
Peru,2020-03-04,0,43,-inf
Peru,2020-03-05,0,44,-inf
Peru,2020-03-06,1,45,0.0
Peru,2020-03-07,1,46,0.0
Peru,2020-03-08,6,47,1.791759469228055
Peru,2020-03-09,7,48,1.9459101490553132
Peru,2020-03-10,11,49,2.3978952727983707
Peru,2020-03-11,11,50,2.3978952727983707
Peru,2020-03-12,15,51,2.70805020110221
Peru,2020-03-13,28,52,3.332204510175204
Peru,2020-03-14,38,53,3.6375861597263857
Peru,2020-03-15,43,54,3.7612001156935624
Peru,2020-03-16,86,55,4.454347296253507
Peru,2020-03-17,117,56,4.762173934797756
Peru,2020-03-18,145,57,4.976733742420574
Peru,2020-03-19,234,58,5.455321115357702
Peru,2020-03-20,234,59,5.455321115357702
Peru,2020-03-21,318,60,5.762051382780177
Peru,2020-03-22,363,61,5.8944028342648505
Peru,2020-03-23,395,62,5.978885764901122
Peru,2020-03-24,416,63,6.030685260261263
Peru,2020-03-25,480,64,6.173786103901937
Peru,2020-03-26,580,65,6.363028103540465
Peru,2020-03-27,635,66,6.453624998892692
Peru,2020-03-28,671,67,6.508769136971682
Peru,2020-03-29,852,68,6.747586526829315
Peru,2020-03-30,950,69,6.856461984594587
Peru,2020-03-31,1065,70,6.970730078143525
Peru,2020-04-01,1323,71,7.187657164114956
Peru,2020-04-02,1414,72,7.254177846456518
Peru,2020-04-03,1595,73,7.374629015218945
Peru,2020-04-04,1746,74,7.465082736399547
Peru,2020-04-05,2281,75,7.732369222284388
Peru,2020-04-06,2561,76,7.848153086199526
Peru,2020-04-07,2954,77,7.9909154630913255
Peru,2020-04-08,4342,78,8.376090350438238
Peru,2020-04-09,5256,79,8.567125560164447
Peru,2020-04-10,5897,80,8.682199026000504
Peru,2020-04-11,6848,81,8.831711917821577
Peru,2020-04-12,7519,82,8.925188429378027
Peru,2020-04-13,9784,83,9.188503677367008
Peru,2020-04-14,10303,84,9.240190393945069
Peru,2020-04-15,11475,85,9.347926034928745
Peru,2020-04-16,12491,86,9.43276366396591
Peru,2020-04-17,13489,87,9.50962981746968
Peru,2020-04-18,14420,88,9.57637141083894
Peru,2020-04-19,15628,89,9.656819456174961
Peru,2020-04-20,16325,90,9.700452954144632
Peru,2020-04-21,17837,91,9.789030230558303
Peru,2020-04-22,19250,92,9.86526633971593
Peru,2020-04-23,20914,93,9.948174070158535
Peru,2020-04-24,21648,94,9.982668350410568
Peru,2020-04-25,25331,95,10.139784221095251
Peru,2020-04-26,27517,96,10.222559274477174
Peru,2020-04-27,28699,97,10.264617557935098
Peru,2020-04-28,31190,98,10.347852809601848
Peru,2020-04-29,33931,99,10.432084329787237
Peru,2020-04-30,36976,100,10.518024332514162
Peru,2020-05-01,40459,101,10.608044394647637
Peru,2020-05-02,42534,102,10.658059035083072
Peru,2020-05-03,45928,103,10.734830231847473
Peru,2020-05-04,47372,104,10.765786615841385
Peru,2020-05-05,51189,105,10.843279944195375
Peru,2020-05-06,54817,106,10.91175564380625
Peru,2020-05-07,58526,107,10.977226378928215
Peru,2020-05-08,61847,108,11.032418872198015
Peru,2020-05-09,65015,109,11.08237329148542
Peru,2020-05-10,67307,110,11.11701952211103
Peru,2020-05-11,68822,111,11.139278740248583
Russia,2020-01-22,0,1,-inf
Russia,2020-01-23,0,2,-inf
Russia,2020-01-24,0,3,-inf
Russia,2020-01-25,0,4,-inf
Russia,2020-01-26,0,5,-inf
Russia,2020-01-27,0,6,-inf
Russia,2020-01-28,0,7,-inf
Russia,2020-01-29,0,8,-inf
Russia,2020-01-30,0,9,-inf
Russia,2020-01-31,2,10,0.6931471805599453
Russia,2020-02-01,2,11,0.6931471805599453
Russia,2020-02-02,2,12,0.6931471805599453
Russia,2020-02-03,2,13,0.6931471805599453
Russia,2020-02-04,2,14,0.6931471805599453
Russia,2020-02-05,2,15,0.6931471805599453
Russia,2020-02-06,2,16,0.6931471805599453
Russia,2020-02-07,2,17,0.6931471805599453
Russia,2020-02-08,2,18,0.6931471805599453
Russia,2020-02-09,2,19,0.6931471805599453
Russia,2020-02-10,2,20,0.6931471805599453
Russia,2020-02-11,2,21,0.6931471805599453
Russia,2020-02-12,2,22,0.6931471805599453
Russia,2020-02-13,2,23,0.6931471805599453
Russia,2020-02-14,2,24,0.6931471805599453
Russia,2020-02-15,2,25,0.6931471805599453
Russia,2020-02-16,2,26,0.6931471805599453
Russia,2020-02-17,2,27,0.6931471805599453
Russia,2020-02-18,2,28,0.6931471805599453
Russia,2020-02-19,2,29,0.6931471805599453
Russia,2020-02-20,2,30,0.6931471805599453
Russia,2020-02-21,2,31,0.6931471805599453
Russia,2020-02-22,2,32,0.6931471805599453
Russia,2020-02-23,2,33,0.6931471805599453
Russia,2020-02-24,2,34,0.6931471805599453
Russia,2020-02-25,2,35,0.6931471805599453
Russia,2020-02-26,2,36,0.6931471805599453
Russia,2020-02-27,2,37,0.6931471805599453
Russia,2020-02-28,2,38,0.6931471805599453
Russia,2020-02-29,2,39,0.6931471805599453
Russia,2020-03-01,2,40,0.6931471805599453
Russia,2020-03-02,3,41,1.0986122886681098
Russia,2020-03-03,3,42,1.0986122886681098
Russia,2020-03-04,3,43,1.0986122886681098
Russia,2020-03-05,4,44,1.3862943611198906
Russia,2020-03-06,13,45,2.5649493574615367
Russia,2020-03-07,13,46,2.5649493574615367
Russia,2020-03-08,17,47,2.833213344056216
Russia,2020-03-09,17,48,2.833213344056216
Russia,2020-03-10,20,49,2.995732273553991
Russia,2020-03-11,20,50,2.995732273553991
Russia,2020-03-12,28,51,3.332204510175204
Russia,2020-03-13,45,52,3.8066624897703196
Russia,2020-03-14,59,53,4.07753744390572
Russia,2020-03-15,63,54,4.143134726391533
Russia,2020-03-16,90,55,4.499809670330265
Russia,2020-03-17,114,56,4.736198448394496
Russia,2020-03-18,147,57,4.990432586778736
Russia,2020-03-19,199,58,5.293304824724492
Russia,2020-03-20,253,59,5.53338948872752
Russia,2020-03-21,306,60,5.723585101952381
Russia,2020-03-22,367,61,5.905361848054571
Russia,2020-03-23,438,62,6.082218910376446
Russia,2020-03-24,495,63,6.20455776256869
Russia,2020-03-25,658,64,6.489204931325317
Russia,2020-03-26,840,65,6.733401891837359
Russia,2020-03-27,1036,66,6.943122422819428
Russia,2020-03-28,1264,67,7.142036574706803
Russia,2020-03-29,1534,68,7.335633981927201
Russia,2020-03-30,1836,69,7.515344571180436
Russia,2020-03-31,2337,70,7.756623334538858
Russia,2020-04-01,2777,71,7.9291264873067995
Russia,2020-04-02,3548,72,8.17413934342947
Russia,2020-04-03,4149,73,8.330622620332868
Russia,2020-04-04,4731,74,8.461891875631148
Russia,2020-04-05,5389,75,8.592115117933497
Russia,2020-04-06,6343,76,8.755107121633896
Russia,2020-04-07,7497,77,8.922258219503062
Russia,2020-04-08,8672,78,9.067854723679428
Russia,2020-04-09,10131,79,9.223355309053677
Russia,2020-04-10,11917,80,9.385721231090805
Russia,2020-04-11,13584,81,9.516647908551128
Russia,2020-04-12,15770,82,9.665864679957084
Russia,2020-04-13,18328,83,9.816185224133331
Russia,2020-04-14,21102,84,9.957123101702038
Russia,2020-04-15,24490,85,10.106020149946213
Russia,2020-04-16,27938,86,10.237743048287497
Russia,2020-04-17,32008,87,10.373741150537072
Russia,2020-04-18,36793,88,10.513062888672096
Russia,2020-04-19,42853,89,10.665530933243835
Russia,2020-04-20,47121,90,10.760474040511141
Russia,2020-04-21,52763,91,10.87356546647324
Russia,2020-04-22,57999,92,10.968181048000611
Russia,2020-04-23,62773,93,11.047280323701445
Russia,2020-04-24,68622,94,11.13636846200927
Russia,2020-04-25,74588,95,11.219734915343984
Russia,2020-04-26,80949,96,11.30157460572497
Russia,2020-04-27,87147,97,11.37535162694775
Russia,2020-04-28,93558,98,11.44633684381294
Russia,2020-04-29,99399,99,11.506897332231887
Russia,2020-04-30,106498,100,11.57588148461256
Russia,2020-05-01,114431,101,11.64772730024063
Russia,2020-05-02,124054,102,11.728472233662561
Russia,2020-05-03,134687,103,11.810708846976329
Russia,2020-05-04,145268,104,11.886335591304682
Russia,2020-05-05,155370,105,11.953564648086047
Russia,2020-05-06,165929,106,12.019315265000934
Russia,2020-05-07,177160,107,12.084808558037135
Russia,2020-05-08,187859,108,12.143446960421382
Russia,2020-05-09,198676,109,12.19943063614163
Russia,2020-05-10,209688,110,12.25337599064604
Russia,2020-05-11,221344,111,12.307473331400312
Spain,2020-01-22,0,1,-inf
Spain,2020-01-23,0,2,-inf
Spain,2020-01-24,0,3,-inf
Spain,2020-01-25,0,4,-inf
Spain,2020-01-26,0,5,-inf
Spain,2020-01-27,0,6,-inf
Spain,2020-01-28,0,7,-inf
Spain,2020-01-29,0,8,-inf
Spain,2020-01-30,0,9,-inf
Spain,2020-01-31,0,10,-inf
Spain,2020-02-01,1,11,0.0
Spain,2020-02-02,1,12,0.0
Spain,2020-02-03,1,13,0.0
Spain,2020-02-04,1,14,0.0
Spain,2020-02-05,1,15,0.0
Spain,2020-02-06,1,16,0.0
Spain,2020-02-07,1,17,0.0
Spain,2020-02-08,1,18,0.0
Spain,2020-02-09,2,19,0.6931471805599453
Spain,2020-02-10,2,20,0.6931471805599453
Spain,2020-02-11,2,21,0.6931471805599453
Spain,2020-02-12,2,22,0.6931471805599453
Spain,2020-02-13,2,23,0.6931471805599453
Spain,2020-02-14,2,24,0.6931471805599453
Spain,2020-02-15,2,25,0.6931471805599453
Spain,2020-02-16,2,26,0.6931471805599453
Spain,2020-02-17,2,27,0.6931471805599453
Spain,2020-02-18,2,28,0.6931471805599453
Spain,2020-02-19,2,29,0.6931471805599453
Spain,2020-02-20,2,30,0.6931471805599453
Spain,2020-02-21,2,31,0.6931471805599453
Spain,2020-02-22,2,32,0.6931471805599453
Spain,2020-02-23,2,33,0.6931471805599453
Spain,2020-02-24,2,34,0.6931471805599453
Spain,2020-02-25,6,35,1.791759469228055
Spain,2020-02-26,13,36,2.5649493574615367
Spain,2020-02-27,15,37,2.70805020110221
Spain,2020-02-28,32,38,3.4657359027997265
Spain,2020-02-29,45,39,3.8066624897703196
Spain,2020-03-01,84,40,4.430816798843313
Spain,2020-03-02,120,41,4.787491742782046
Spain,2020-03-03,165,42,5.10594547390058
Spain,2020-03-04,222,43,5.402677381872279
Spain,2020-03-05,259,44,5.556828061699537
Spain,2020-03-06,400,45,5.991464547107982
Spain,2020-03-07,500,46,6.214608098422191
Spain,2020-03-08,673,47,6.511745329644728
Spain,2020-03-09,1073,48,6.9782137426306985
Spain,2020-03-10,1695,49,7.43543801981455
Spain,2020-03-11,2277,50,7.7306140660637395
Spain,2020-03-12,2277,51,7.7306140660637395
Spain,2020-03-13,5232,52,8.562548893137034
Spain,2020-03-14,6391,53,8.762646029650282
Spain,2020-03-15,7798,54,8.961622569542543
Spain,2020-03-16,9942,55,9.204523486654617
Spain,2020-03-17,11748,56,9.37143829231851
Spain,2020-03-18,13910,57,9.540363284917488
Spain,2020-03-19,17963,58,9.796069365768835
Spain,2020-03-20,20410,59,9.92378025580389
Spain,2020-03-21,25374,60,10.141480306700544
Spain,2020-03-22,28768,61,10.267018937271347
Spain,2020-03-23,35136,62,10.466981524869203
Spain,2020-03-24,39885,63,10.59375559234523
Spain,2020-03-25,49515,64,10.810030932955403
Spain,2020-03-26,57786,65,10.964501810788919
Spain,2020-03-27,65719,66,11.093143355967271
Spain,2020-03-28,73235,67,11.201428727752408
Spain,2020-03-29,80110,68,11.291155969209163
